regionId: 0, index: 1, origin: 0.0, 0.0, 0.001, normal: 0.0, 0.0, 1.0, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 1, index: 1, origin: -4.680916588690264, -0.5922145513347963, 0.08564212400372234, normal: 0.02886551640306512, 0.18000324520632716, 0.9832423982304543, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 2, index: 1, origin: -4.68362966145637, -0.6091330743073509, -0.006772927085961403, normal: -0.028865516403065, -0.18000324520632716, -0.9832423982304543, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 3, index: 1, origin: -4.393841610440255, -0.5749396822682588, 0.026255801803862316, normal: 0.9950135139296342, 0.08877603996170626, -0.04546341194982088, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 4, index: 1, origin: -4.970704639706381, -0.6264079433738884, 0.05261339511389862, normal: -0.9950135139296342, -0.08877603996170629, 0.04546341194982076, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 5, index: 1, origin: -4.641306272406162, -1.0210408430544908, 0.11518896014646277, normal: 0.09547192812647057, -0.979651798571262, 0.17654309529377143, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 6, index: 1, origin: -4.723239977740473, -0.1803067825876562, -0.03631976322870181, normal: -0.09547192812647057, 0.979651798571262, -0.17654309529377155, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 7, index: 1, origin: -1.7850113332127022, -0.353358643134596, 0.07561968775365105, normal: 0.06334748298301796, 0.2351269714199247, 0.9698981408945014, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 8, index: 1, origin: -1.790965369457289, -0.37545825063264654, -0.01554113525791545, normal: -0.06334748298301783, -0.2351269714199247, -0.9698981408945014, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 9, index: 1, origin: -1.4987702377924705, -0.3752186608752557, 0.013770076437660386, normal: 0.9977270750533314, -0.037292419394016244, -0.056124496980061195, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 10, index: 1, origin: -2.077206464877521, -0.3535982328919867, 0.0463084760580752, normal: -0.9977270750533314, 0.037292419394016216, 0.05612449698006108, concave hull size: 4, number of convex polygons: 1, [4]
