regionId: 0, index: 1, origin: 0.0, 0.0, 0.0, normal: 0.0, 0.0, 1.0, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 1, index: 1, origin: 0.625, -0.375, 0.0, normal: 0.0, 0.0, 1.0, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 2, index: 1, origin: 0.625, -0.125, 0.0, normal: 0.0, -0.04983765660879068, 0.9987573318798437, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 3, index: 1, origin: 0.625, 0.125, 0.0, normal: -0.0670767268821697, -0.0, 0.9977478201984582, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 4, index: 1, origin: 0.625, 0.375, 0.0, normal: -0.05830268411044449, -0.0, 0.9982989517301507, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 5, index: 1, origin: 0.875, -0.375, 0.0, normal: 0.0, -0.01351664089188055, 0.9999086460367267, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 6, index: 1, origin: 0.875, -0.125, 0.0, normal: 0.0, -0.011916662798407278, 0.9999289940529523, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 7, index: 1, origin: 0.875, 0.125, 0.0, normal: 0.0, 0.0, 1.0, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 8, index: 1, origin: 0.875, 0.375, 0.0, normal: -0.07489279922957519, -0.0, 0.9971915907304667, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 9, index: 1, origin: 1.125, -0.375, 0.0, normal: 0.0, 0.0, 1.0, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 10, index: 1, origin: 1.125, -0.125, 0.0, normal: 0.031031336472379864, 0.0, 0.9995184121149234, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 11, index: 1, origin: 1.125, 0.125, 0.0, normal: 0.0, -0.016752695635354503, 0.9998596637473427, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 12, index: 1, origin: 1.125, 0.375, 0.0, normal: 0.0, 0.0, 1.0, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 13, index: 1, origin: 1.375, -0.375, 0.0, normal: -0.024106002149197215, -0.0, 0.9997094081083677, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 14, index: 1, origin: 1.375, -0.125, 0.0, normal: -0.05760722440157719, -0.0, 0.998339324927525, concave hull size: 4, number of convex polygons: 1, [4]
regionId: 15, index: 1, origin: 1.375, 0.125, 0.0, normal: 0.0, 0.029251810948209955, 0.9995720742178876, concave hull size: 4, number of convex polygons: 1, [4]
